PNo,行動回数,体力,敏捷,器用,魔力,精神,武器,スキル,CRIフラグ,必殺技フラグ,ダメージ
202,2,120,150,100,60,70,格闘,スラッシュ,False,False,13
203,1,110,80,150,80,80,銛,スラッシュ,False,False,20
203,2,110,80,150,80,80,銛,チャージ,False,False,17
203,3,110,80,150,80,80,銛,チャージ,False,False,25
204,1,150,110,110,60,70,長剣,スラッシュ,False,False,36
204,2,150,110,110,60,70,長剣,チャージ,False,False,20
204,3,150,110,110,60,70,長剣,スラッシュ,True,False,63
205,1,150,100,50,50,150,魔導石,マジックブラスト,False,False,33
205,2,150,100,50,50,150,魔導石,マジックブラスト,False,False,26
205,3,150,100,50,50,150,魔導石,マジックブラスト,False,False,31
206,1,90,60,100,140,110,杖,マジックアロー,False,False,48
206,2,90,60,100,140,110,杖,マジックアロー,False,False,48
206,3,90,60,100,140,110,杖,マジックアロー,False,False,57
207,1,50,50,150,100,150,ボウガン,シュート,False,False,10
207,2,50,50,150,100,150,ボウガン,シュート,False,False,19
207,3,50,50,150,100,150,ボウガン,シュート,False,False,16
208,1,50,150,80,150,70,杖,通常攻撃,True,False,44
208,2,50,150,80,150,70,杖,通常攻撃,False,False,17
209,2,100,150,150,50,50,錨,スラッシュ,False,False,69
210,2,100,100,150,60,90,格闘,スラッシュ,True,False,32
210,3,100,100,150,60,90,格闘,スラッシュ,False,False,10
210,4,100,100,150,60,90,格闘,スラッシュ,False,False,11
211,1,50,150,150,50,100,ボウガン,シュート,False,False,14
211,2,50,150,150,50,100,ボウガン,マジックブラスト,False,False,36
211,3,50,150,150,50,100,ボウガン,マジックブラスト,False,False,35
212,1,100,150,150,50,50,網,スラッシュ,False,False,17
212,2,100,150,150,50,50,網,スラッシュ,False,False,16
212,3,100,150,150,50,50,網,スラッシュ,False,False,8
213,1,90,110,50,110,140,魔導石,通常攻撃,False,False,35
213,2,90,110,50,110,140,魔導石,通常攻撃,False,False,35
213,3,90,110,50,110,140,魔導石,通常攻撃,False,False,30
214,1,100,80,80,120,120,魔導石,マジックブレイク,False,False,61
214,2,100,80,80,120,120,魔導石,マジックブレイク,False,False,59
214,3,100,80,80,120,120,魔導石,マジックブレイク,False,False,61
215,1,50,50,150,150,100,魔導石,マジックブラスト,False,False,85
215,3,50,50,150,150,100,魔導石,マジックブラスト,False,False,88
216,1,100,50,50,150,150,魔導石,マジックアロー,False,False,63
216,2,100,50,50,150,150,魔導石,マジックアロー,False,False,64
216,3,100,50,50,150,150,魔導石,マジックアロー,False,False,49
217,1,50,50,100,150,150,魔導石,通常攻撃,False,False,54
217,2,50,50,100,150,150,魔導石,通常攻撃,False,False,46
217,3,50,50,100,150,150,魔導石,通常攻撃,False,False,49
219,2,50,150,50,150,100,魔導石,マジックアロー,False,False,47
219,3,50,150,50,150,100,魔導石,マジックアロー,False,False,61
220,1,150,150,100,50,50,細剣,スラッシュ,True,False,54
220,2,150,150,100,50,50,細剣,スラッシュ,False,False,20
220,3,150,150,100,50,50,細剣,スラッシュ,False,False,19
221,1,150,100,50,150,50,短剣,スラッシュ,False,False,6
221,2,150,100,50,150,50,短剣,スラッシュ,False,False,8
221,3,150,100,50,150,50,短剣,マジックブラスト,False,False,69
222,2,100,50,50,150,150,ボウガン,マジックアロー,False,False,55
223,1,70,80,110,150,90,魔導石,マジックブレイク,False,True,100
223,2,70,80,110,150,90,魔導石,マジックブレイク,False,False,73
223,3,70,80,110,150,90,魔導石,マジックブレイク,False,False,71
224,3,150,100,150,50,50,ボウガン,スラッシュ,False,False,20
225,2,50,50,100,150,150,杖,マジックアロー,False,False,72
225,3,50,50,100,150,150,杖,マジックアロー,False,False,58
226,1,150,150,100,50,50,短剣,スラッシュ,False,False,18
226,2,150,150,100,50,50,短剣,スラッシュ,False,False,13
226,3,150,150,100,50,50,短剣,スラッシュ,False,False,15
227,1,150,150,100,50,50,格闘,スラッシュ,False,False,16
227,2,150,150,100,50,50,格闘,スラッシュ,False,False,12
227,4,150,150,100,50,50,格闘,スラッシュ,False,False,10
228,2,50,120,90,120,120,杖,マジックアロー,False,False,39
228,3,50,120,90,120,120,杖,マジックアロー,False,False,49
230,1,150,100,150,50,50,長剣,チャージ,False,False,32
230,2,150,100,150,50,50,長剣,チャージ,False,False,43
231,1,130,50,50,150,120,魔導石,マジックブレイク,False,False,85
231,2,130,50,50,150,120,魔導石,マジックブレイク,False,False,89
231,3,130,50,50,150,120,魔導石,マジックブレイク,False,False,70
233,1,50,150,50,150,100,魔導石,マジックブラスト,False,False,83
233,2,50,150,50,150,100,魔導石,マジックブラスト,False,False,86
234,1,50,100,150,50,150,網,チャージ,False,False,12
234,2,50,100,150,50,150,網,チャージ,False,False,12
235,1,150,150,100,50,50,錨,スラッシュ,False,False,83
236,1,150,100,150,50,50,長剣,スラッシュ,False,False,31
236,2,150,100,150,50,50,長剣,スラッシュ,False,False,36
236,3,150,100,150,50,50,長剣,スラッシュ,False,False,30
237,1,150,50,50,150,100,短剣,マジックブラスト,False,False,76
237,2,150,50,50,150,100,短剣,マジックブラスト,False,False,83
237,3,150,50,50,150,100,短剣,マジックブラスト,False,False,67
238,1,70,110,90,130,100,魔導石,マジックアロー,False,False,44
238,3,70,110,90,130,100,魔導石,マジックアロー,False,False,60
239,1,100,50,50,150,150,杖,通常攻撃,False,False,27
239,2,100,50,50,150,150,杖,通常攻撃,False,False,25
240,1,50,50,100,150,150,魔導石,マジックブレイク,False,False,80
240,2,50,50,100,150,150,魔導石,マジックブレイク,False,False,93
240,3,50,50,100,150,150,魔導石,マジックブレイク,False,False,81
241,1,70,50,80,150,150,杖,通常攻撃,False,False,25
241,2,70,50,80,150,150,杖,通常攻撃,True,False,47
241,3,70,50,80,150,150,杖,通常攻撃,True,False,47
242,1,150,110,120,50,70,細剣,スラッシュ,False,False,20
242,2,150,110,120,50,70,細剣,スラッシュ,False,False,19
242,3,150,110,120,50,70,細剣,スラッシュ,True,False,58
243,1,150,50,150,50,100,斧,チャージ,True,False,161
243,2,150,50,150,50,100,斧,チャージ,False,False,87
244,1,80,60,80,130,150,魔導石,マジックアロー,False,False,54
244,2,80,60,80,130,150,魔導石,マジックアロー,False,False,61
244,3,80,60,80,130,150,魔導石,マジックアロー,False,False,58
245,2,150,150,100,50,50,錨,チャージ,False,False,70
245,3,150,150,100,50,50,錨,チャージ,False,False,85
246,1,150,50,130,50,120,斧,チャージ,False,False,75
247,1,150,50,50,100,150,杖,通常攻撃,False,False,23
247,2,150,50,50,100,150,杖,通常攻撃,False,False,17
247,3,150,50,50,100,150,杖,通常攻撃,False,False,18
248,1,50,150,150,70,80,錨,チャージ,False,False,37
248,3,50,150,150,70,80,錨,チャージ,False,False,53
249,1,50,130,70,150,100,魔導石,マジックブラスト,False,False,73
249,2,50,130,70,150,100,魔導石,マジックブラスト,False,False,89
249,3,50,130,70,150,100,魔導石,マジックブラスト,False,False,80
250,2,100,150,150,50,50,格闘,通常攻撃,False,False,11
250,3,100,150,150,50,50,格闘,通常攻撃,False,False,6
250,4,100,150,150,50,50,格闘,通常攻撃,False,False,7
251,2,50,100,150,80,120,魔導石,通常攻撃,False,False,26
251,3,50,100,150,80,120,魔導石,通常攻撃,False,False,26
253,1,70,130,150,50,100,ボウガン,シュート,False,False,23
253,2,70,130,150,50,100,ボウガン,シュート,False,False,21
253,3,70,130,150,50,100,ボウガン,シュート,False,False,13
254,1,120,50,70,130,130,魔導石,マジックブラスト,False,False,73
254,2,120,50,70,130,130,魔導石,マジックブラスト,False,False,60
254,3,120,50,70,130,130,魔導石,マジックブラスト,False,False,69
255,1,100,150,50,150,50,魔導石,マジックブラスト,False,False,63
256,3,150,150,50,50,100,錨,スラッシュ,False,False,68
257,2,90,130,150,50,80,ボウガン,シュート,True,False,49
258,2,150,50,50,100,150,魔導石,通常攻撃,False,False,27
259,1,70,100,70,130,130,魔導石,マジックアロー,False,False,62
259,2,70,100,70,130,130,魔導石,マジックアロー,False,False,44
259,3,70,100,70,130,130,魔導石,マジックアロー,False,False,62
260,3,50,150,50,150,100,魔導石,マジックブレイク,False,False,86
261,1,150,50,150,50,100,銛,スラッシュ,True,False,66
261,2,150,50,150,50,100,銛,チャージ,False,False,26
261,3,150,50,150,50,100,銛,スラッシュ,False,False,23
262,1,50,50,150,150,100,魔導石,マジックブラスト,False,False,85
262,2,50,50,150,150,100,魔導石,マジックブラスト,False,False,73
262,3,50,50,150,150,100,魔導石,マジックブラスト,False,False,91
263,1,50,50,150,150,100,魔導石,マジックアロー,False,False,54
263,2,50,50,150,150,100,魔導石,マジックアロー,False,False,69
264,1,100,50,50,150,150,杖,通常攻撃,False,False,19
264,3,100,50,50,150,150,杖,通常攻撃,False,False,16
265,2,100,100,100,100,100,細剣,スラッシュ,False,False,19
265,3,100,100,100,100,100,細剣,スラッシュ,True,False,39
266,1,130,120,100,70,80,槍,スラッシュ,False,False,27
266,2,130,120,100,70,80,槍,スラッシュ,False,False,19
266,3,130,120,100,70,80,槍,スラッシュ,False,False,25
268,2,100,150,150,50,50,細剣,通常攻撃,False,False,16
268,3,100,150,150,50,50,細剣,通常攻撃,False,False,15
269,2,130,110,90,50,120,長剣,スラッシュ,False,False,22
270,1,150,100,150,50,50,ボウガン,スラッシュ,False,False,20
270,2,150,100,150,50,50,ボウガン,スラッシュ,False,False,32
271,1,130,100,120,50,100,錨,スラッシュ,False,False,55
271,2,130,100,120,50,100,錨,スラッシュ,False,False,71
271,3,130,100,120,50,100,錨,スラッシュ,False,False,39
272,1,150,50,150,50,100,槍,チャージ,False,False,29
272,2,150,50,150,50,100,槍,チャージ,False,False,34
272,3,150,50,150,50,100,槍,チャージ,True,False,76
273,1,100,150,80,80,90,短剣,スラッシュ,False,False,9
273,2,100,150,80,80,90,短剣,スラッシュ,True,False,21
273,3,100,150,80,80,90,短剣,スラッシュ,False,False,7
274,2,60,60,100,150,130,杖,マジックアロー,False,False,55
274,3,60,60,100,150,130,杖,マジックブレイク,False,False,76
275,2,100,80,90,120,110,杖,マジックブレイク,False,False,60
275,3,100,80,90,120,110,杖,マジックブレイク,False,False,65
276,2,150,130,120,50,50,斧,スラッシュ,False,False,64
276,3,150,130,120,50,50,斧,スラッシュ,False,False,54
277,1,80,100,70,150,100,ボウガン,マジックアロー,False,False,69
277,2,80,100,70,150,100,ボウガン,マジックアロー,False,False,55
277,3,80,100,70,150,100,ボウガン,マジックアロー,False,False,47
278,1,70,70,120,90,150,魔導石,通常攻撃,False,False,29
278,2,70,70,120,90,150,魔導石,通常攻撃,False,False,38
278,3,70,70,120,90,150,魔導石,通常攻撃,False,False,39
279,1,100,130,130,70,70,杖,チャージ,True,False,29
279,2,100,130,130,70,70,杖,チャージ,False,False,14
279,3,100,130,130,70,70,杖,チャージ,False,False,16
280,1,140,70,80,110,100,長剣,スラッシュ,False,False,29
280,2,140,70,80,110,100,長剣,スラッシュ,False,False,24
280,3,140,70,80,110,100,長剣,スラッシュ,False,False,13
281,1,150,50,150,100,50,網,マジックアロー,False,False,32
281,2,150,50,150,100,50,網,マジックアロー,False,False,47
281,3,150,50,150,100,50,網,スラッシュ,False,False,9
282,1,150,130,120,50,50,斧,スラッシュ,False,False,64
282,2,150,130,120,50,50,斧,スラッシュ,False,False,79
283,1,90,50,130,130,100,魔導石,マジックブレイク,False,False,66
283,2,90,50,130,130,100,魔導石,マジックブレイク,False,False,73
283,3,90,50,130,130,100,魔導石,マジックブレイク,False,True,98
284,1,100,150,150,50,50,銛,スラッシュ,False,False,23
284,2,100,150,150,50,50,銛,スラッシュ,False,False,23
284,3,100,150,150,50,50,銛,スラッシュ,True,False,64
285,2,150,50,150,50,100,錨,スラッシュ,False,False,58
285,3,150,50,150,50,100,錨,スラッシュ,False,False,61
288,2,100,150,110,50,90,銛,シュート,False,False,15
288,3,100,150,110,50,90,銛,シュート,False,False,18
288,4,100,150,110,50,90,銛,シュート,False,False,13
289,1,90,90,80,120,120,杖,マジックアロー,False,False,44
289,2,90,90,80,120,120,杖,マジックアロー,False,False,42
289,3,90,90,80,120,120,杖,マジックアロー,False,False,44
290,3,50,150,50,150,100,短剣,マジックアロー,False,False,62
292,1,100,100,100,100,100,魔導石,マジックアロー,False,False,45
292,2,100,100,100,100,100,魔導石,マジックアロー,False,False,38
292,3,100,100,100,100,100,魔導石,マジックアロー,False,False,39
293,1,100,120,100,130,50,杖,マジックブラスト,False,False,55
293,2,100,120,100,130,50,杖,マジックブラスト,False,False,52
293,3,100,120,100,130,50,杖,マジックブラスト,False,False,73
294,1,150,50,50,100,150,杖,通常攻撃,False,False,14
295,1,80,120,110,100,90,細剣,スラッシュ,False,False,18
295,2,80,120,110,100,90,細剣,スラッシュ,False,False,12
295,3,80,120,110,100,90,細剣,スラッシュ,False,False,14
296,2,80,150,120,70,80,ボウガン,シュート,False,False,15
296,3,80,150,120,70,80,ボウガン,シュート,False,False,14
298,1,50,150,70,150,80,格闘,マジックブレイク,False,False,79
298,2,50,150,70,150,80,格闘,マジックブレイク,False,False,70
298,3,50,150,70,150,80,格闘,マジックブレイク,False,True,114
299,2,120,100,80,120,80,長剣,マジックブレイク,False,False,69
299,3,120,100,80,120,80,長剣,マジックブラスト,False,False,51
300,1,70,100,110,130,90,銛,チャージ,False,False,19
300,2,70,100,110,130,90,銛,チャージ,False,False,18
301,1,150,50,100,50,150,槍,チャージ,False,True,34
301,2,150,50,100,50,150,槍,チャージ,False,False,21
301,3,150,50,100,50,150,槍,チャージ,False,False,19
302,1,50,150,50,150,100,杖,マジックブレイク,False,False,74
302,2,50,150,50,150,100,杖,マジックブレイク,False,False,65
302,3,50,150,50,150,100,杖,マジックブレイク,False,False,81
303,2,100,150,150,50,50,錨,スラッシュ,False,False,79
304,1,150,50,50,100,150,杖,通常攻撃,False,False,12
304,3,150,50,50,100,150,杖,通常攻撃,True,False,39
305,1,100,50,50,150,150,銛,マジックアロー,False,False,72
305,2,100,50,50,150,150,銛,マジックアロー,False,False,61
305,3,100,50,50,150,150,銛,マジックアロー,False,False,57
306,1,150,50,130,50,120,網,スラッシュ,False,False,9
306,2,150,50,130,50,120,網,スラッシュ,False,False,15
307,2,100,50,50,150,150,杖,通常攻撃,False,False,13
307,3,100,50,50,150,150,杖,通常攻撃,False,False,25
308,1,150,150,100,50,50,格闘,スラッシュ,False,False,14
308,3,150,150,100,50,50,格闘,スラッシュ,False,False,14
308,4,150,150,100,50,50,格闘,スラッシュ,False,False,8
309,2,150,150,50,50,100,魔導石,通常攻撃,False,False,16
309,3,150,150,50,50,100,魔導石,通常攻撃,False,False,20
310,2,140,140,120,50,50,短剣,チャージ,False,False,18
310,3,140,140,120,50,50,短剣,チャージ,False,False,15
310,4,140,140,120,50,50,短剣,チャージ,True,False,34
311,2,150,100,150,50,50,斧,スラッシュ,False,False,74
311,3,150,100,150,50,50,斧,スラッシュ,True,False,148
312,1,100,150,150,50,50,短剣,スラッシュ,False,False,10
312,2,100,150,150,50,50,短剣,スラッシュ,False,False,15
312,3,100,150,150,50,50,短剣,スラッシュ,False,False,11
313,1,100,150,150,50,50,錨,チャージ,False,False,36
313,3,100,150,150,50,50,錨,チャージ,False,False,78
315,1,50,50,100,150,150,魔導石,マジックブレイク,False,False,89
315,2,50,50,100,150,150,魔導石,マジックブレイク,False,False,91
